word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza
Beulingen,O,O,O,An,Prod,Lit
maaken,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
kan,O,O,O,O,O,O
men,O,O,O,O,O,O
die,O,O,O,O,O,O
smelten,O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
bewaaren,O,O,O,O,O,O
om,O,O,O,O,O,O
koeken,O,O,O,O,O,O
te,O,O,O,O,O,O
bakken,O,O,O,O,O,O
&,O,O,O,O,O,O
c,O,O,O,O,O,O
.,O,O,O,O,O,O
3,O,O,O,O,O,O
.,O,O,O,O,O,O
Gort,O,O,O,O,O,O
-,O,O,O,O,O,O
beulingen,O,O,O,O,O,O
hoe,O,O,O,O,O,O
men,O,O,O,O,O,O
die,O,O,O,O,O,O
zal,O,O,O,O,O,O
maaken,O,O,O,O,O,O
.,O,O,O,O,O,O
Neemt,O,O,O,O,O,O
4,O,O,O,O,O,O
kop,O,O,O,O,O,O
Gort,Plant,Prod,Lit,Plant,Prod,Lit
schoon,O,O,O,O,O,O
afgewasschen,O,O,O,O,O,O
:,O,O,O,O,O,O
4,O,O,O,O,O,O
pond,O,O,O,O,O,O
korenten,Plant,Prod,Lit,O,O,O
die,O,O,O,O,O,O
wel,O,O,O,O,O,O
verlezen,O,O,O,O,O,O
en,O,O,O,O,O,O
schoon,O,O,O,O,O,O
gewassen,O,O,O,O,O,O
zyn,O,O,O,O,O,O
:,O,O,O,O,O,O
8,O,O,O,O,O,O
loot,O,O,O,O,O,O
gestoote,O,O,O,O,O,O
kaneel,Plant,Prod,Lit,Plant,Prod,Lit
:,O,O,O,O,O,O
1,O,O,O,O,O,O
loot,O,O,O,O,O,O
gestoote,O,O,O,O,O,O
nagelen,Plant,Prod,Lit,Plant,Prod,Lit
:,O,O,O,O,O,O
3,O,O,O,O,O,O
loot,O,O,O,O,O,O
gestoote,O,O,O,O,O,O
notemuscaaten,Plant,Prod,Lit,Plant,Prod,Lit
;,O,O,O,O,O,O
1,O,O,O,O,O,O
/,O,O,O,O,O,O
2,O,O,O,O,O,O
pond,O,O,O,O,O,O
poeijer,O,O,O,O,O,O
-,O,O,O,O,O,O
zuiker,O,O,O,O,O,O
:,O,O,O,O,O,O
1,O,O,O,O,O,O
pond,O,O,O,O,O,O
gepelde,O,O,O,O,O,O
amandelen,Plant,Prod,Lit,Plant,Prod,Lit
in,O,O,O,O,O,O
stukjes,O,O,O,O,O,O
gesneden,O,O,O,O,O,O
:,O,O,O,O,O,O
6,O,O,O,O,O,O
sukade,Plant,Prod,Lit,An,Prod,Lit
schellen,Plant,Prod,Lit,An,Prod,Lit
aan,O,O,O,O,O,O
stukjes,O,O,O,O,O,O
gesneden,O,O,O,O,O,O
:,O,O,O,O,O,O
Een,O,O,O,O,O,O
hand,O,O,O,O,O,O
vol,O,O,O,O,O,O
zout,O,O,O,O,O,O
:,O,O,O,O,O,O
10,O,O,O,O,O,O
pond,O,O,O,O,O,O
of,O,O,O,O,O,O
daar,O,O,O,O,O,O
omtrent,O,O,O,O,O,O
Osse,O,O,O,O,O,O
-,O,O,O,O,O,O
niervet,O,O,O,O,O,O
aan,O,O,O,O,O,O
dobbelsteentjes,O,O,O,O,O,O
gesneden,O,O,O,O,O,O
.,O,O,O,O,O,O
Men,O,O,O,O,O,O
behoefd,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
geen,O,O,O,O,O,O
Sukade,Plant,Prod,Lit,An,Prod,Lit
nog,O,O,O,O,O,O
Amandelen,Plant,Prod,Lit,Plant,Prod,Lit
in,O,O,O,O,O,O
te,O,O,O,O,O,O
doen,O,O,O,O,O,O
als,O,O,O,O,O,O
men,O,O,O,O,O,O
niet,O,O,O,O,O,O
wil,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
is,O,O,O,O,O,O
evenwel,O,O,O,O,O,O
goed,O,O,O,O,O,O
maar,O,O,O,O,O,O
zo,O,O,O,O,O,O
lekker,O,O,O,O,O,O
niet,O,O,O,O,O,O
.,O,O,O,O,O,O
Dit,O,O,O,O,O,O
alles,O,O,O,O,O,O
te,O,O,O,O,O,O
zaamen,O,O,O,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
groote,O,O,O,O,O,O
pan,O,O,O,O,O,O
of,O,O,O,O,O,O
styfsel,O,O,O,O,O,O
-,O,O,O,O,O,O
kom,O,O,O,O,O,O
of,O,O,O,O,O,O
hakkebord,O,O,O,O,O,O
gedaan,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
6,O,O,O,O,O,O
tinne,O,O,O,O,O,O
kommetjes,O,O,O,O,O,O
met,O,O,O,O,O,O
Osse,O,O,O,O,O,O
-,O,O,O,O,O,O
vleesch,O,O,O,O,O,O
-,O,O,O,O,O,O
nat,O,O,O,O,O,O
of,O,O,O,O,O,O
ander,O,O,O,O,O,O
vleesch,O,O,O,O,O,O
-,O,O,O,O,O,O
nat,O,O,O,O,O,O
",",O,O,O,O,O,O
of,O,O,O,O,O,O
warm,O,O,O,O,O,O
water,O,O,O,O,O,O
daar,O,O,O,O,O,O
op,O,O,O,O,O,O
gegooten,O,O,O,O,O,O
en,O,O,O,O,O,O
digt,O,O,O,O,O,O
toegedekt,O,O,O,O,O,O
en,O,O,O,O,O,O
altemets,O,O,O,O,O,O
eens,O,O,O,O,O,O
omgeroert,O,O,O,O,O,O
.,O,O,O,O,O,O
en,O,O,O,O,O,O
zo,O,O,O,O,O,O
een,O,O,O,O,O,O
nagt,O,O,O,O,O,O
over,O,O,O,O,O,O
",",O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
warme,O,O,O,O,O,O
plaat,O,O,O,O,O,O
laaten,O,O,O,O,O,O
staan,O,O,O,O,O,O
weken,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
stopt,O,O,O,O,O,O
men,O,O,O,O,O,O
ze,O,O,O,O,O,O
gelyk,O,O,O,O,O,O
Leverbeulingen,O,O,O,An,Prod,Lit
;,O,O,O,O,O,O
dog,O,O,O,O,O,O
om,O,O,O,O,O,O
dat,O,O,O,O,O,O
de,O,O,O,O,O,O
gort,Plant,Prod,Lit,Plant,Prod,Lit
sterk,O,O,O,O,O,O
zwelt,O,O,O,O,O,O
maar,O,O,O,O,O,O
half,O,O,O,O,O,O
vol,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
zynze,O,O,O,O,O,O
half,O,O,O,O,O,O
vol,O,O,O,O,O,O
als,O,O,O,O,O,O
men,O,O,O,O,O,O
ze,O,O,O,O,O,O
plat,O,O,O,O,O,O
duuwt,O,O,O,O,O,O
:,O,O,O,O,O,O
Als,O,O,O,O,O,O
ze,O,O,O,O,O,O
gestopt,O,O,O,O,O,O
zyn,O,O,O,O,O,O
laat,O,O,O,O,O,O
men,O,O,O,O,O,O
ze,O,O,O,O,O,O
zeer,O,O,O,O,O,O
zagt,O,O,O,O,O,O
kooken,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
water,O,O,O,O,O,O
maar,O,O,O,O,O,O
even,O,O,O,O,O,O
beweegt,O,O,O,O,O,O
omtrent,O,O,O,O,O,O
een,O,O,O,O,O,O
half,O,O,O,O,O,O
uurtje,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
prikt,O,O,O,O,O,O
ze,O,O,O,O,O,O
ondertussen,O,O,O,O,O,O
met,O,O,O,O,O,O
een,O,O,O,O,O,O
doorntje,O,O,O,Plant,Prod,Lit
om,O,O,O,O,O,O
niet,O,O,O,O,O,O
te,O,O,O,O,O,O
barsten,O,O,O,O,O,O
en,O,O,O,O,O,O
uittekooken,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
zyn,O,O,O,O,O,O
ze,O,O,O,O,O,O
heel,O,O,O,O,O,O
goed,O,O,O,O,O,O
.,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
Hooftvleesch,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
Zult,O,O,O,An,Prod,Lit
",",O,O,O,O,O,O
hoe,O,O,O,O,O,O
men,O,O,O,O,O,O
dat,O,O,O,O,O,O
zal,O,O,O,O,O,O
maaken,O,O,O,O,O,O
.,O,O,O,O,O,O
Neemt,O,O,O,O,O,O
een,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
grootste,O,O,O,O,O,O
Kalfskoppen,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
reinigt,O,O,O,O,O,O
die,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
wascht,O,O,O,O,O,O
ze,O,O,O,O,O,O
vier,O,O,O,O,O,O
of,O,O,O,O,O,O
vyfmalen,O,O,O,O,O,O
ter,O,O,O,O,O,O
degen,O,O,O,O,O,O
schoon,O,O,O,O,O,O
af,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
laatze,O,O,O,O,O,O
een,O,O,O,O,O,O
nacht,O,O,O,O,O,O
in,O,O,O,O,O,O
schoon,O,O,O,O,O,O
regen,O,O,O,O,O,O
water,O,O,O,O,O,O
staan,O,O,O,O,O,O
te,O,O,O,O,O,O
trekken,O,O,O,O,O,O
",",O,O,O,O,O,O
dat,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
de,O,O,O,O,O,O
slym,O,O,O,An,Part,Lit
en,O,O,O,O,O,O
het,O,O,O,O,O,O
bloedige,O,O,O,An,Part,Lit
wel,O,O,O,O,O,O
schoon,O,O,O,O,O,O
af,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
hangt,O,O,O,O,O,O
de,O,O,O,O,O,O
kop,An,Prod,Lit,An,Prod,Lit
met,O,O,O,O,O,O
schoon,O,O,O,O,O,O
regen,O,O,O,O,O,O
-,O,O,O,O,O,O
water,O,O,O,O,O,O
over,O,O,O,O,O,O
het,O,O,O,O,O,O
vuur,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
doet,O,O,O,O,O,O
ook,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
keetel,O,O,O,O,O,O
",",O,O,O,O,O,O
de,O,O,O,O,O,O
nek,An,Prod,Lit,An,Prod,Lit
van,O,O,O,O,O,O
het,O,O,O,O,O,O
Varken,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
twee,O,O,O,O,O,O
ooren,An,Prod,Lit,An,Prod,Lit
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
veel,O,O,O,O,O,O
zwoort,An,Prod,Lit,An,Prod,Lit
dat,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
genoeg,O,O,O,O,O,O
is,O,O,O,O,O,O
om,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
in,O,O,O,O,O,O
het,O,O,O,O,O,O
hakkebord,O,O,O,O,O,O
van,O,O,O,O,O,O
booven,O,O,O,O,O,O
en,O,O,O,O,O,O
onderen,O,O,O,O,O,O
te,O,O,O,O,O,O
bedekken,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
als,O,O,O,O,O,O
men,O,O,O,O,O,O
te,O,O,O,O,O,O
veel,O,O,O,O,O,O
zwoort,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
niet,O,O,O,O,O,O
genoeg,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
doet,O,O,O,O,O,O
men,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
wel,O,O,O,O,O,O
een,O,O,O,O,O,O
of,O,O,O,O,O,O
twee,O,O,O,O,O,O
van,O,O,O,O,O,O
de,O,O,O,O,O,O
vleesigste,O,O,O,O,O,O
stukken,O,O,O,O,O,O
van,O,O,O,O,O,O
het,O,O,O,O,O,O
varken,An,Org,Lit,An,Org,Lit
by,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
laat,O,O,O,O,O,O
het,O,O,O,O,O,O
te,O,O,O,O,O,O
zaamen,O,O,O,O,O,O
een,O,O,O,O,O,O
uur,O,O,O,O,O,O
of,O,O,O,O,O,O
drie,O,O,O,O,O,O
kooken,O,O,O,O,O,O
",",O,O,O,O,O,O
na,O,O,O,O,O,O
dat,O,O,O,O,O,O
men,O,O,O,O,O,O
het,O,O,O,O,O,O
alvorens,O,O,O,O,O,O
wel,O,O,O,O,O,O
schoon,O,O,O,O,O,O
geschuimt,O,O,O,O,O,O
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
moet,O,O,O,O,O,O
zeer,O,O,O,O,O,O
gaar,O,O,O,O,O,O
zyn,O,O,O,O,O,O
tot,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
van,O,O,O,O,O,O
de,O,O,O,O,O,O
beenen,An,Part,Lit,An,Part,Lit
af,O,O,O,O,O,O
valt,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
schept,O,O,O,O,O,O
men,O,O,O,O,O,O
het,O,O,O,O,O,O
uit,O,O,O,O,O,O
op,O,O,O,O,O,O
een,O,O,O,O,O,O
aarde,O,O,O,O,O,O
vergiettest,O,O,O,O,O,O
of,O,O,O,O,O,O
doorslag,O,O,O,O,O,O
.,O,O,O,O,O,O
Men,O,O,O,O,O,O
moet,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
de,O,O,O,O,O,O
herssenen,An,Part,Lit,An,Part,Lit
schoon,O,O,O,O,O,O
uit,O,O,O,O,O,O
doen,O,O,O,O,O,O
",",O,O,O,O,O,O
want,O,O,O,O,O,O
die,O,O,O,O,O,O
zyn,O,O,O,O,O,O
niet,O,O,O,O,O,O
goed,O,O,O,O,O,O
in,O,O,O,O,O,O
het,O,O,O,O,O,O
Hoofdvleesch,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
de,O,O,O,O,O,O
beenen,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
de,O,O,O,O,O,O
vellen,An,Prod,Lit,An,Prod,Lit
moeten,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
ook,O,O,O,O,O,O
schoon,O,O,O,O,O,O
uitgedaan,O,O,O,O,O,O
worden,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
goede,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
apart,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
doet,O,O,O,O,O,O
het,O,O,O,O,O,O
in,O,O,O,O,O,O
het,O,O,O,O,O,O
hakkebord,O,O,O,O,O,O
om,O,O,O,O,O,O
gehakt,O,O,O,O,O,O
te,O,O,O,O,O,O
worden,O,O,O,O,O,O
;,O,O,O,O,O,O
de,O,O,O,O,O,O
ooren,An,Prod,Lit,An,Prod,Lit
met,O,O,O,O,O,O
het,O,O,O,O,O,O
zwoort,An,Prod,Lit,An,Prod,Lit
moeten,O,O,O,O,O,O
heel,O,O,O,O,O,O
blyven,O,O,O,O,O,O
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
al,O,O,O,O,O,O
het,O,O,O,O,O,O
anderen,O,O,O,O,O,O
moet,O,O,O,O,O,O
onder,O,O,O,O,O,O
malkanderen,O,O,O,O,O,O
gedaan,O,O,O,O,O,O
worden,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
vel,An,Part,Lit,An,Part,Lit
van,O,O,O,O,O,O
de,O,O,O,O,O,O
tong,An,Prod,Lit,An,Part,Lit
met,O,O,O,O,O,O
het,O,O,O,O,O,O
geene,O,O,O,O,O,O
dat,O,O,O,O,O,O
aan,O,O,O,O,O,O
de,O,O,O,O,O,O
gorgel,An,Part,Lit,An,Part,Lit
zit,O,O,O,O,O,O
moet,O,O,O,O,O,O
men,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
afdoen,O,O,O,O,O,O
.,O,O,O,O,O,O
Dan,O,O,O,O,O,O
doet,O,O,O,O,O,O
men,O,O,O,O,O,O
twee,O,O,O,O,O,O
geraspte,O,O,O,O,O,O
nootemuscaten,Plant,Prod,Lit,Plant,Prod,Lit
",",O,O,O,O,O,O
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
gestoote,O,O,O,O,O,O
foelie,Plant,Prod,Lit,Plant,Prod,Lit
en,O,O,O,O,O,O
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
zout,O,O,O,O,O,O
daar,O,O,O,O,O,O
in,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
hakt,O,O,O,O,O,O
het,O,O,O,O,O,O
te,O,O,O,O,O,O
zaamen,O,O,O,O,O,O
onder,O,O,O,O,O,O
een,O,O,O,O,O,O
tot,O,O,O,O,O,O
het,O,O,O,O,O,O
redelyk,O,O,O,O,O,O
klein,O,O,O,O,O,O
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
niet,O,O,O,O,O,O
al,O,O,O,O,O,O
te,O,O,O,O,O,O
klein,O,O,O,O,O,O
is,O,O,O,O,O,O
.,O,O,O,O,O,O
Dan,O,O,O,O,O,O
neemt,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
platte,O,O,O,O,O,O
aarde,O,O,O,O,O,O
pot,O,O,O,O,O,O
",",O,O,O,O,O,O
die,O,O,O,O,O,O
net,O,O,O,O,O,O
van,O,O,O,O,O,O
pas,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
naa,O,O,O,O,O,O
dat,O,O,O,O,O,O
men,O,O,O,O,O,O
veel,O,O,O,O,O,O
of,O,O,O,O,O,O
weinig,O,O,O,O,O,O
Hoofdvleesch,An,Prod,Lit,An,Prod,Lit
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
legt,O,O,O,O,O,O
daar,O,O,O,O,O,O
eerst,O,O,O,O,O,O
wat,O,O,O,O,O,O
zwoort,An,Prod,Lit,An,Prod,Lit
in,O,O,O,O,O,O
tot,O,O,O,O,O,O
dat,O,O,O,O,O,O
de,O,O,O,O,O,O
bodem,O,O,O,O,O,O
bedekt,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
neemt,O,O,O,O,O,O
omtrent,O,O,O,O,O,O
de,O,O,O,O,O,O
helft,O,O,O,O,O,O
van,O,O,O,O,O,O
dat,O,O,O,O,O,O
gehakte,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
doet,O,O,O,O,O,O
het,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
het,O,O,O,O,O,O
zwoord,An,Prod,Lit,An,Prod,Lit
dat,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
pot,O,O,O,O,O,O
legt,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
ooren,An,Prod,Lit,An,Prod,Lit
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
dan,O,O,O,O,O,O
daar,O,O,O,O,O,O
op,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
de,O,O,O,O,O,O
rest,O,O,O,O,O,O
van,O,O,O,O,O,O
het,O,O,O,O,O,O
andere,O,O,O,O,O,O
gehakte,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
wederom,O,O,O,O,O,O
het,O,O,O,O,O,O
zwoort,An,Prod,Lit,An,Prod,Lit
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
pot,O,O,O,O,O,O
dat,O,O,O,O,O,O
ze,O,O,O,O,O,O
vol,O,O,O,O,O,O
is,O,O,O,O,O,O
:,O,O,O,O,O,O
Legt,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
dan,O,O,O,O,O,O
een,O,O,O,O,O,O
houte,O,O,O,O,O,O
plankje,O,O,O,O,O,O
of,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
die,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
pot,O,O,O,O,O,O
sluit,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
zet,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
dan,O,O,O,O,O,O
iets,O,O,O,O,O,O
zwaars,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
parssen,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
als,O,O,O,O,O,O
het,O,O,O,O,O,O
koud,O,O,O,O,O,O
en,O,O,O,O,O,O
styf,O,O,O,O,O,O
genoeg,O,O,O,O,O,O
is,O,O,O,O,O,O
een,O,O,O,O,O,O
linne,O,O,O,O,O,O
doekje,O,O,O,O,O,O
daar,O,O,O,O,O,O
over,O,O,O,O,O,O
gelegt,O,O,O,O,O,O
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
azyn,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
zo,O,O,O,O,O,O
weggezet,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
doekje,O,O,O,O,O,O
altyd,O,O,O,O,O,O
nat,O,O,O,O,O,O
gehouden,O,O,O,O,O,O
en,O,O,O,O,O,O
wat,O,O,O,O,O,O
azyn,O,O,O,O,O,O
daar,O,O,O,O,O,O
over,O,O,O,O,O,O
gegooten,O,O,O,O,O,O
",",O,O,O,O,O,O
is,O,O,O,O,O,O
heel,O,O,O,O,O,O
goed,O,O,O,O,O,O
.,O,O,O,O,O,O
Op,O,O,O,O,O,O
een,O,O,O,O,O,O
andere,O,O,O,O,O,O
wyze,O,O,O,O,O,O
.,O,O,O,O,O,O
Indien,O,O,O,O,O,O
men,O,O,O,O,O,O
geen,O,O,O,O,O,O
Kinnebaks,O,O,O,O,O,O
-,O,O,O,O,O,O
hammen,O,O,O,O,O,O
wil,O,O,O,O,O,O
hebben,O,O,O,O,O,O
zo,O,O,O,O,O,O
kan,O,O,O,O,O,O
men,O,O,O,O,O,O
de,O,O,O,O,O,O
Varkens,An,Prod,Lit,An,Prod,Lit
kop,An,Prod,Lit,An,Prod,Lit
daar,O,O,O,O,O,O
toe,O,O,O,O,O,O
gebruiken,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
indien,O,O,O,O,O,O
men,O,O,O,O,O,O
de,O,O,O,O,O,O
ooren,An,Prod,Lit,An,Prod,Lit
niet,O,O,O,O,O,O
tot,O,O,O,O,O,O
huspot,O,O,O,O,O,O
wil,O,O,O,O,O,O
gebruiken,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
kapt,O,O,O,O,O,O
men,O,O,O,O,O,O
die,O,O,O,O,O,O
met,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
het,O,O,O,O,O,O
zwoord,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
wat,O,O,O,O,O,O
kleinder,O,O,O,O,O,O
als,O,O,O,O,O,O
hier,O,O,O,O,O,O
boven,O,O,O,O,O,O
gezegt,O,O,O,O,O,O
word,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
doet,O,O,O,O,O,O
men,O,O,O,O,O,O
alles,O,O,O,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
groote,O,O,O,O,O,O
doek,O,O,O,O,O,O
die,O,O,O,O,O,O
men,O,O,O,O,O,O
ter,O,O,O,O,O,O
deegen,O,O,O,O,O,O
styf,O,O,O,O,O,O
toebind,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
een,O,O,O,O,O,O
plankje,O,O,O,O,O,O
of,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
daar,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
gewigt,O,O,O,O,O,O
op,O,O,O,O,O,O
zet,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
laat,O,O,O,O,O,O
het,O,O,O,O,O,O
een,O,O,O,O,O,O
dag,O,O,O,O,O,O
of,O,O,O,O,O,O
anderhalf,O,O,O,O,O,O
staan,O,O,O,O,O,O
parssen,O,O,O,O,O,O
zo,O,O,O,O,O,O
word,O,O,O,O,O,O
het,O,O,O,O,O,O
tot,O,O,O,O,O,O
een,O,O,O,O,O,O
kaas,O,O,O,O,O,O
:,O,O,O,O,O,O
die,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
platte,O,O,O,O,O,O
pan,O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
giet,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
zo,O,O,O,O,O,O
veel,O,O,O,O,O,O
azyn,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
dat,O,O,O,O,O,O
hy,O,O,O,O,O,O
onder,O,O,O,O,O,O
legt,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
bevogtigd,O,O,O,O,O,O
ze,O,O,O,O,O,O
geduurig,O,O,O,O,O,O
tot,O,O,O,O,O,O
ze,O,O,O,O,O,O
opgegeeten,O,O,O,O,O,O
is,O,O,O,O,O,O
:,O,O,O,O,O,O
Anders,O,O,O,O,O,O
handeld,O,O,O,O,O,O
men,O,O,O,O,O,O
daar,O,O,O,O,O,O
mede,O,O,O,O,O,O
als,O,O,O,O,O,O
boven,O,O,O,O,O,O
gezegt,O,O,O,O,O,O
is,O,O,O,O,O,O
.,O,O,O,O,O,O
Wil,O,O,O,O,O,O
men,O,O,O,O,O,O
geen,O,O,O,O,O,O
Hooftvleesch,An,Prod,Lit,An,Prod,Lit
maaken,O,O,O,O,O,O
",",O,O,O,O,O,O
